timestamp,level,message,ip
2024-11-28T18:53:21.870530,INFO,Operation successful,192.168.1.70
2024-11-28T18:53:22.872523,INFO,User logged in,192.168.1.143
2024-11-28T18:53:23.875057,INFO,User logged in,192.168.1.246
2024-11-28T18:53:24.878661,INFO,Data saved,192.168.1.157
2024-11-28T18:53:25.880886,INFO,Operation successful,192.168.1.70
2024-11-28T18:53:26.922081,ERROR,Database connection lost,192.168.1.120
2024-11-28T18:53:27.984012,INFO,Data saved,192.168.1.190
2024-11-28T18:53:29.009129,INFO,User logged in,192.168.1.176
2024-11-28T18:53:30.011529,INFO,Operation successful,192.168.1.128
2024-11-28T18:53:31.013739,ERROR,Database connection lost,192.168.1.143
2024-11-28T18:53:32.016748,INFO,Operation successful,192.168.1.42
2024-11-28T18:53:33.019450,INFO,User logged in,192.168.1.120
2024-11-28T18:53:34.021162,ERROR,Database connection lost,192.168.1.42
2024-11-28T18:53:35.024508,INFO,Operation successful,192.168.1.71
2024-11-28T18:53:36.027857,INFO,Operation successful,192.168.1.217
2024-11-28T18:53:37.030917,INFO,Operation successful,192.168.1.220
2024-11-28T18:53:38.033881,INFO,Operation successful,192.168.1.128
2024-11-28T18:53:39.037053,INFO,Operation successful,192.168.1.12
2024-11-28T18:53:40.040977,INFO,User logged in,192.168.1.176
2024-11-28T18:53:41.043958,INFO,Operation successful,192.168.1.220
2024-11-28T18:53:42.047769,INFO,User logged in,192.168.1.129
2024-11-28T18:53:43.051123,WARNING,Memory usage high,192.168.1.71
2024-11-28T18:53:44.054538,INFO,Data saved,192.168.1.246
2024-11-28T18:53:45.058193,ERROR,Database connection lost,192.168.1.71
2024-11-28T18:53:46.061256,INFO,Operation successful,192.168.1.42
2024-11-28T18:53:47.065733,INFO,Data saved,192.168.1.143
2024-11-28T18:53:48.068876,INFO,Operation successful,192.168.1.220
2024-11-28T18:53:49.071666,ERROR,Database connection lost,192.168.1.190
2024-11-28T18:53:50.073545,INFO,Data saved,192.168.1.220
2024-11-28T18:53:51.075786,ERROR,Service timeout,192.168.1.190
2024-11-28T18:53:52.079193,INFO,User logged in,192.168.1.49
2024-11-28T18:53:53.082663,INFO,User logged in,192.168.1.198
2024-11-28T18:53:54.085718,INFO,Data saved,192.168.1.42
2024-11-28T18:53:55.089810,WARNING,CPU overload,192.168.1.120
2024-11-28T18:53:56.093058,INFO,User logged in,192.168.1.143
2024-11-28T18:53:57.097672,INFO,Operation successful,192.168.1.198
2024-11-28T18:53:58.099833,INFO,Operation successful,192.168.1.157
2024-11-28T18:53:59.102907,INFO,Data saved,192.168.1.191
2024-11-28T18:54:00.106763,INFO,Operation successful,192.168.1.128
2024-11-28T18:54:01.108896,INFO,Data saved,192.168.1.143
2024-11-28T18:54:02.112637,INFO,Data saved,192.168.1.190
2024-11-28T18:54:03.116723,ERROR,Database connection lost,192.168.1.220
2024-11-28T18:54:04.120360,INFO,User logged in,192.168.1.176
2024-11-28T18:54:05.124689,INFO,Data saved,192.168.1.220
2024-11-28T18:54:06.128273,INFO,Operation successful,192.168.1.143
2024-11-28T18:54:07.131439,INFO,User logged in,192.168.1.217
2024-11-28T18:54:08.135032,INFO,Data saved,192.168.1.176
2024-11-28T18:54:09.138155,ERROR,Failed login attempt,192.168.1.220
2024-11-28T18:54:10.141113,INFO,Data saved,192.168.1.176
2024-11-28T18:54:11.143012,INFO,Data saved,192.168.1.246
2024-11-28T18:54:12.146009,INFO,Data saved,192.168.1.12
2024-11-28T18:54:13.149329,INFO,User logged in,192.168.1.129
2024-11-28T18:54:14.152546,INFO,User logged in,192.168.1.157
2024-11-28T18:54:15.155719,WARNING,Disk space low,192.168.1.198
2024-11-28T18:54:16.158823,WARNING,Memory usage high,192.168.1.198
2024-11-28T18:54:17.162104,INFO,Operation successful,192.168.1.143
2024-11-28T18:54:18.165396,INFO,Operation successful,192.168.1.129
2024-11-28T18:54:19.169823,INFO,Operation successful,192.168.1.246
2024-11-28T18:54:20.173744,INFO,Operation successful,192.168.1.198
2024-11-28T18:54:21.175674,INFO,Data saved,192.168.1.70
2024-11-28T18:54:22.178747,ERROR,Database connection lost,192.168.1.71
2024-11-28T18:54:23.181850,WARNING,CPU overload,192.168.1.190
2024-11-28T18:54:24.184975,WARNING,CPU overload,192.168.1.49
2024-11-28T18:54:25.188345,WARNING,Memory usage high,192.168.1.217
2024-11-28T18:54:26.190114,INFO,Operation successful,192.168.1.42
2024-11-28T18:54:27.193169,INFO,Operation successful,192.168.1.220
2024-11-28T18:54:28.196444,ERROR,Database connection lost,192.168.1.49
2024-11-28T18:54:29.199976,INFO,Operation successful,192.168.1.246
2024-11-28T18:54:30.202524,INFO,Operation successful,192.168.1.71
2024-11-28T18:54:31.204439,INFO,Operation successful,192.168.1.198
2024-11-28T18:54:32.208406,INFO,User logged in,192.168.1.12
2024-11-28T18:54:33.212421,INFO,Data saved,192.168.1.190
2024-11-28T18:54:34.215516,INFO,User logged in,192.168.1.217
2024-11-28T18:54:35.219280,ERROR,Failed login attempt,192.168.1.246
2024-11-28T18:54:36.222406,INFO,User logged in,192.168.1.49
2024-11-28T18:54:37.225423,INFO,Operation successful,192.168.1.49
2024-11-28T18:54:38.228385,INFO,User logged in,192.168.1.12
2024-11-28T18:54:39.231473,WARNING,Memory usage high,192.168.1.191
2024-11-28T18:54:40.235149,INFO,User logged in,192.168.1.120
2024-11-28T18:54:41.247836,INFO,Operation successful,192.168.1.217
2024-11-28T18:54:42.250768,INFO,User logged in,192.168.1.246
2024-11-28T18:54:43.253041,INFO,Operation successful,192.168.1.191
2024-11-28T18:54:44.257195,INFO,User logged in,192.168.1.49
2024-11-28T18:54:45.260519,WARNING,Disk space low,192.168.1.246
2024-11-28T18:54:46.262896,INFO,User logged in,192.168.1.143
2024-11-28T18:54:47.267524,ERROR,Database connection lost,192.168.1.128
2024-11-28T18:54:48.269323,WARNING,Disk space low,192.168.1.176
2024-11-28T18:54:49.272792,INFO,Operation successful,192.168.1.191
2024-11-28T18:54:50.274843,INFO,Data saved,192.168.1.70
2024-11-28T18:54:51.278364,INFO,Data saved,192.168.1.220
2024-11-28T18:54:52.280351,INFO,Operation successful,192.168.1.217
2024-11-28T18:54:53.284151,INFO,User logged in,192.168.1.157
2024-11-28T18:54:54.286447,INFO,Data saved,192.168.1.190
2024-11-28T18:54:55.290444,INFO,Operation successful,192.168.1.129
2024-11-28T18:54:56.292226,INFO,Operation successful,192.168.1.220
2024-11-28T18:54:57.296248,INFO,Operation successful,192.168.1.157
2024-11-28T18:54:58.298182,WARNING,CPU overload,192.168.1.93
2024-11-28T18:54:59.300902,INFO,User logged in,192.168.1.120
2024-11-28T18:55:00.303869,INFO,Operation successful,192.168.1.129
2024-11-28T18:55:01.305730,INFO,User logged in,192.168.1.190
2024-11-28T18:55:02.308763,INFO,Data saved,192.168.1.176
2024-11-28T18:55:03.311833,INFO,Data saved,192.168.1.157
2024-11-28T18:55:04.360294,ERROR,Database connection lost,192.168.1.93
2024-11-28T18:55:05.362965,INFO,Operation successful,192.168.1.246
2024-11-28T18:55:06.366470,WARNING,Memory usage high,192.168.1.217
2024-11-28T18:55:07.368564,INFO,Data saved,192.168.1.128
2024-11-28T18:55:08.371487,WARNING,Disk space low,192.168.1.143
2024-11-28T18:55:09.374603,INFO,User logged in,192.168.1.217
2024-11-28T18:55:10.377683,INFO,Operation successful,192.168.1.12
2024-11-28T18:55:11.380702,WARNING,CPU overload,192.168.1.220
2024-11-28T18:55:12.384678,INFO,Data saved,192.168.1.157
2024-11-28T18:55:13.388013,INFO,Data saved,192.168.1.217
2024-11-28T18:55:14.392266,INFO,Operation successful,192.168.1.190
2024-11-28T18:55:15.395594,INFO,Operation successful,192.168.1.120
2024-11-28T18:55:16.398635,ERROR,Failed login attempt,192.168.1.42
2024-11-28T18:55:17.401746,INFO,Operation successful,192.168.1.176
2024-11-28T18:55:18.405556,WARNING,Memory usage high,192.168.1.190
2024-11-28T18:55:19.408640,ERROR,Database connection lost,192.168.1.246
2024-11-28T18:55:20.412557,INFO,Operation successful,192.168.1.128
2024-11-28T18:55:21.417351,INFO,Data saved,192.168.1.190
2024-11-28T18:55:22.419123,INFO,Operation successful,192.168.1.71
2024-11-28T18:55:23.422555,ERROR,Database connection lost,192.168.1.190
